file_path,label,dataset_source,speaker_id,language,attack_type,generation_method,recording_environment,codec,sample_rate,duration,split
data/real/asvspoof_2021_00025.wav,REAL,ASVspoof_2021,SPK_ASV_025,en,BONAFIDE,HUMAN,Studio / Clean,pcm_16k,16000,4.93,train
data/real/asvspoof_2021_00026.wav,REAL,ASVspoof_2021,SPK_ASV_026,en,BONAFIDE,HUMAN,Studio / Clean,pcm_16k,16000,3.94,train
data/real/asvspoof_2021_00027.wav,REAL,ASVspoof_2021,SPK_ASV_027,en,BONAFIDE,HUMAN,Studio / Clean,pcm_16k,16000,3.55,train
data/real/asvspoof_2021_00028.wav,REAL,ASVspoof_2021,SPK_ASV_028,en,BONAFIDE,HUMAN,Studio / Clean,pcm_16k,16000,3.55,train
data/real/asvspoof_2021_00029.wav,REAL,ASVspoof_2021,SPK_ASV_029,en,BONAFIDE,HUMAN,Studio / Clean,pcm_16k,16000,4.76,train
data/real/asvspoof_2021_00030.wav,REAL,ASVspoof_2021,SPK_ASV_030,en,BONAFIDE,HUMAN,Studio / Clean,pcm_16k,16000,4.37,train
data/real/asvspoof_2021_00031.wav,REAL,ASVspoof_2021,SPK_ASV_031,en,BONAFIDE,HUMAN,Studio / Clean,pcm_16k,16000,4.69,train
data/real/asvspoof_2021_00032.wav,REAL,ASVspoof_2021,SPK_ASV_032,en,BONAFIDE,HUMAN,Studio / Clean,pcm_16k,16000,4.57,test
data/real/asvspoof_2021_00033.wav,REAL,ASVspoof_2021,SPK_ASV_033,en,BONAFIDE,HUMAN,Studio / Clean,pcm_16k,16000,4.26,train
data/real/asvspoof_2021_00034.wav,REAL,ASVspoof_2021,SPK_ASV_034,en,BONAFIDE,HUMAN,Studio / Clean,pcm_16k,16000,4.96,validation
data/real/asvspoof_2021_00035.wav,REAL,ASVspoof_2021,SPK_ASV_035,en,BONAFIDE,HUMAN,Studio / Clean,pcm_16k,16000,4.01,train
data/real/asvspoof_2021_00036.wav,REAL,ASVspoof_2021,SPK_ASV_036,en,BONAFIDE,HUMAN,Studio / Clean,pcm_16k,16000,4.28,train
data/real/asvspoof_2021_00037.wav,REAL,ASVspoof_2021,SPK_ASV_037,en,BONAFIDE,HUMAN,Studio / Clean,pcm_16k,16000,4.73,train
data/real/asvspoof_2021_00038.wav,REAL,ASVspoof_2021,SPK_ASV_038,en,BONAFIDE,HUMAN,Studio / Clean,pcm_16k,16000,4.39,train
data/real/asvspoof_2021_00039.wav,REAL,ASVspoof_2021,SPK_ASV_039,en,BONAFIDE,HUMAN,Studio / Clean,pcm_16k,16000,4.78,train
data/real/asvspoof_2021_00040.wav,REAL,ASVspoof_2021,SPK_ASV_040,en,BONAFIDE,HUMAN,Studio / Clean,pcm_16k,16000,4.32,train
data/real/asvspoof_2021_00041.wav,REAL,ASVspoof_2021,SPK_ASV_041,en,BONAFIDE,HUMAN,Studio / Clean,pcm_16k,16000,4.53,train
data/real/asvspoof_2021_00042.wav,REAL,ASVspoof_2021,SPK_ASV_042,en,BONAFIDE,HUMAN,Studio / Clean,pcm_16k,16000,3.47,train
data/real/asvspoof_2021_00043.wav,REAL,ASVspoof_2021,SPK_ASV_043,en,BONAFIDE,HUMAN,Studio / Clean,pcm_16k,16000,3.76,validation
data/real/asvspoof_2021_00044.wav,REAL,ASVspoof_2021,SPK_ASV_044,en,BONAFIDE,HUMAN,Studio / Clean,pcm_16k,16000,3.86,test
data/real/asvspoof_2021_00045.wav,REAL,ASVspoof_2021,SPK_ASV_045,en,BONAFIDE,HUMAN,Studio / Clean,pcm_16k,16000,3.53,train
data/real/asvspoof_2021_00046.wav,REAL,ASVspoof_2021,SPK_ASV_046,en,BONAFIDE,HUMAN,Studio / Clean,pcm_16k,16000,3.77,train
data/real/asvspoof_2021_00047.wav,REAL,ASVspoof_2021,SPK_ASV_047,en,BONAFIDE,HUMAN,Studio / Clean,pcm_16k,16000,3.56,test
data/real/asvspoof_2021_00048.wav,REAL,ASVspoof_2021,SPK_ASV_048,en,BONAFIDE,HUMAN,Studio / Clean,pcm_16k,16000,3.84,validation
data/real/asvspoof_2021_00049.wav,REAL,ASVspoof_2021,SPK_ASV_049,en,BONAFIDE,HUMAN,Studio / Clean,pcm_16k,16000,4.42,test
data/real/asvspoof_2021_00050.wav,REAL,ASVspoof_2021,SPK_ASV_050,en,BONAFIDE,HUMAN,Studio / Clean,pcm_16k,16000,3.98,test
data/real/asvspoof_2021_00051.wav,REAL,ASVspoof_2021,SPK_ASV_051,en,BONAFIDE,HUMAN,Studio / Clean,pcm_16k,16000,3.99,test
data/real/asvspoof_2021_00052.wav,REAL,ASVspoof_2021,SPK_ASV_052,en,BONAFIDE,HUMAN,Studio / Clean,pcm_16k,16000,3.74,test
data/real/asvspoof_2021_00053.wav,REAL,ASVspoof_2021,SPK_ASV_053,en,BONAFIDE,HUMAN,Studio / Clean,pcm_16k,16000,3.83,test
data/real/asvspoof_2021_00054.wav,REAL,ASVspoof_2021,SPK_ASV_054,en,BONAFIDE,HUMAN,Studio / Clean,pcm_16k,16000,4.9,train
data/real/asvspoof_2021_00055.wav,REAL,ASVspoof_2021,SPK_ASV_055,en,BONAFIDE,HUMAN,Studio / Clean,pcm_16k,16000,4.44,train
data/real/asvspoof_2021_00056.wav,REAL,ASVspoof_2021,SPK_ASV_056,en,BONAFIDE,HUMAN,Studio / Clean,pcm_16k,16000,4.37,train
data/real/asvspoof_2021_00057.wav,REAL,ASVspoof_2021,SPK_ASV_057,en,BONAFIDE,HUMAN,Studio / Clean,pcm_16k,16000,3.67,test
data/real/asvspoof_2021_00058.wav,REAL,ASVspoof_2021,SPK_ASV_058,en,BONAFIDE,HUMAN,Studio / Clean,pcm_16k,16000,4.57,test
data/real/asvspoof_2021_00059.wav,REAL,ASVspoof_2021,SPK_ASV_059,en,BONAFIDE,HUMAN,Studio / Clean,pcm_16k,16000,3.66,train
data/real/asvspoof_2021_00060.wav,REAL,ASVspoof_2021,SPK_ASV_060,en,BONAFIDE,HUMAN,Studio / Clean,pcm_16k,16000,4.01,test
data/real/asvspoof_2021_00061.wav,REAL,ASVspoof_2021,SPK_ASV_061,en,BONAFIDE,HUMAN,Studio / Clean,pcm_16k,16000,4.98,train
data/real/asvspoof_2021_00062.wav,REAL,ASVspoof_2021,SPK_ASV_062,en,BONAFIDE,HUMAN,Studio / Clean,pcm_16k,16000,4.42,validation
data/real/asvspoof_2021_00063.wav,REAL,ASVspoof_2021,SPK_ASV_063,en,BONAFIDE,HUMAN,Studio / Clean,pcm_16k,16000,4.29,train
data/real/asvspoof_2021_00064.wav,REAL,ASVspoof_2021,SPK_ASV_064,en,BONAFIDE,HUMAN,Studio / Clean,pcm_16k,16000,4.5,train
data/real/asvspoof_2021_00065.wav,REAL,ASVspoof_2021,SPK_ASV_065,en,BONAFIDE,HUMAN,Studio / Clean,pcm_16k,16000,4.75,test
data/real/asvspoof_2021_00066.wav,REAL,ASVspoof_2021,SPK_ASV_066,en,BONAFIDE,HUMAN,Studio / Clean,pcm_16k,16000,4.64,test
data/real/asvspoof_2021_00067.wav,REAL,ASVspoof_2021,SPK_ASV_067,en,BONAFIDE,HUMAN,Studio / Clean,pcm_16k,16000,3.77,validation
data/real/asvspoof_2021_00068.wav,REAL,ASVspoof_2021,SPK_ASV_068,en,BONAFIDE,HUMAN,Studio / Clean,pcm_16k,16000,3.45,train
data/real/asvspoof_2021_00069.wav,REAL,ASVspoof_2021,SPK_ASV_069,en,BONAFIDE,HUMAN,Studio / Clean,pcm_16k,16000,3.9,test
data/real/asvspoof_2021_00070.wav,REAL,ASVspoof_2021,SPK_ASV_070,en,BONAFIDE,HUMAN,Studio / Clean,pcm_16k,16000,3.83,train
data/real/asvspoof_2021_00071.wav,REAL,ASVspoof_2021,SPK_ASV_071,en,BONAFIDE,HUMAN,Studio / Clean,pcm_16k,16000,3.74,train
data/real/asvspoof_2021_00072.wav,REAL,ASVspoof_2021,SPK_ASV_072,en,BONAFIDE,HUMAN,Studio / Clean,pcm_16k,16000,4.91,test
data/real/asvspoof_2021_00073.wav,REAL,ASVspoof_2021,SPK_ASV_073,en,BONAFIDE,HUMAN,Studio / Clean,pcm_16k,16000,4.8,train
data/real/asvspoof_2021_00074.wav,REAL,ASVspoof_2021,SPK_ASV_074,en,BONAFIDE,HUMAN,Studio / Clean,pcm_16k,16000,3.9,train
data/real/asvspoof_2021_00075.wav,REAL,ASVspoof_2021,SPK_ASV_075,en,BONAFIDE,HUMAN,Studio / Clean,pcm_16k,16000,4.45,train
data/real/asvspoof_2021_00076.wav,REAL,ASVspoof_2021,SPK_ASV_076,en,BONAFIDE,HUMAN,Studio / Clean,pcm_16k,16000,4.03,validation
data/real/asvspoof_2021_00077.wav,REAL,ASVspoof_2021,SPK_ASV_077,en,BONAFIDE,HUMAN,Studio / Clean,pcm_16k,16000,4.86,test
data/real/asvspoof_2021_00078.wav,REAL,ASVspoof_2021,SPK_ASV_078,en,BONAFIDE,HUMAN,Studio / Clean,pcm_16k,16000,4.13,train
data/real/asvspoof_2021_00079.wav,REAL,ASVspoof_2021,SPK_ASV_079,en,BONAFIDE,HUMAN,Studio / Clean,pcm_16k,16000,3.82,train
data/real/asvspoof_2021_00080.wav,REAL,ASVspoof_2021,SPK_ASV_080,en,BONAFIDE,HUMAN,Studio / Clean,pcm_16k,16000,3.79,train
data/real/asvspoof_2021_00081.wav,REAL,ASVspoof_2021,SPK_ASV_081,en,BONAFIDE,HUMAN,Studio / Clean,pcm_16k,16000,4.3,train
data/real/asvspoof_2021_00082.wav,REAL,ASVspoof_2021,SPK_ASV_082,en,BONAFIDE,HUMAN,Studio / Clean,pcm_16k,16000,3.82,train
data/real/asvspoof_2021_00083.wav,REAL,ASVspoof_2021,SPK_ASV_083,en,BONAFIDE,HUMAN,Studio / Clean,pcm_16k,16000,4.34,train
data/real/asvspoof_2021_00084.wav,REAL,ASVspoof_2021,SPK_ASV_084,en,BONAFIDE,HUMAN,Studio / Clean,pcm_16k,16000,4.84,train
data/real/asvspoof_2021_00085.wav,REAL,ASVspoof_2021,SPK_ASV_085,en,BONAFIDE,HUMAN,Studio / Clean,pcm_16k,16000,4.04,test
data/real/asvspoof_2021_00086.wav,REAL,ASVspoof_2021,SPK_ASV_086,en,BONAFIDE,HUMAN,Studio / Clean,pcm_16k,16000,3.75,train
data/real/asvspoof_2021_00087.wav,REAL,ASVspoof_2021,SPK_ASV_087,en,BONAFIDE,HUMAN,Studio / Clean,pcm_16k,16000,5.0,test
data/real/asvspoof_2021_00088.wav,REAL,ASVspoof_2021,SPK_ASV_088,en,BONAFIDE,HUMAN,Studio / Clean,pcm_16k,16000,4.22,train
data/real/asvspoof_2021_00089.wav,REAL,ASVspoof_2021,SPK_ASV_089,en,BONAFIDE,HUMAN,Studio / Clean,pcm_16k,16000,3.55,train
data/real/asvspoof_2021_00090.wav,REAL,ASVspoof_2021,SPK_ASV_090,en,BONAFIDE,HUMAN,Studio / Clean,pcm_16k,16000,3.48,validation
data/real/asvspoof_2021_00091.wav,REAL,ASVspoof_2021,SPK_ASV_091,en,BONAFIDE,HUMAN,Studio / Clean,pcm_16k,16000,3.58,train
data/real/asvspoof_2021_00092.wav,REAL,ASVspoof_2021,SPK_ASV_092,en,BONAFIDE,HUMAN,Studio / Clean,pcm_16k,16000,4.4,train
data/real/asvspoof_2021_00093.wav,REAL,ASVspoof_2021,SPK_ASV_093,en,BONAFIDE,HUMAN,Studio / Clean,pcm_16k,16000,4.67,validation
data/real/asvspoof_2021_00094.wav,REAL,ASVspoof_2021,SPK_ASV_094,en,BONAFIDE,HUMAN,Studio / Clean,pcm_16k,16000,4.08,train
data/real/asvspoof_2021_00095.wav,REAL,ASVspoof_2021,SPK_ASV_095,en,BONAFIDE,HUMAN,Studio / Clean,pcm_16k,16000,3.5,train
data/real/asvspoof_2021_00096.wav,REAL,ASVspoof_2021,SPK_ASV_096,en,BONAFIDE,HUMAN,Studio / Clean,pcm_16k,16000,4.01,train
data/real/asvspoof_2021_00097.wav,REAL,ASVspoof_2021,SPK_ASV_097,en,BONAFIDE,HUMAN,Studio / Clean,pcm_16k,16000,4.99,train
data/real/asvspoof_2021_00098.wav,REAL,ASVspoof_2021,SPK_ASV_098,en,BONAFIDE,HUMAN,Studio / Clean,pcm_16k,16000,4.25,train
data/real/asvspoof_2021_00099.wav,REAL,ASVspoof_2021,SPK_ASV_099,en,BONAFIDE,HUMAN,Studio / Clean,pcm_16k,16000,4.95,test
data/real/asvspoof_2021_00100.wav,REAL,ASVspoof_2021,SPK_ASV_100,en,BONAFIDE,HUMAN,Studio / Clean,pcm_16k,16000,4.78,train
data/real/asvspoof_2021_00101.wav,REAL,ASVspoof_2021,SPK_ASV_101,en,BONAFIDE,HUMAN,Studio / Clean,pcm_16k,16000,3.42,train
data/real/asvspoof_2021_00102.wav,REAL,ASVspoof_2021,SPK_ASV_102,en,BONAFIDE,HUMAN,Studio / Clean,pcm_16k,16000,4.55,validation
data/real/asvspoof_2021_00103.wav,REAL,ASVspoof_2021,SPK_ASV_103,en,BONAFIDE,HUMAN,Studio / Clean,pcm_16k,16000,4.49,train
data/real/asvspoof_2021_00104.wav,REAL,ASVspoof_2021,SPK_ASV_104,en,BONAFIDE,HUMAN,Studio / Clean,pcm_16k,16000,4.26,train
data/real/asvspoof_2021_00105.wav,REAL,ASVspoof_2021,SPK_ASV_105,en,BONAFIDE,HUMAN,Studio / Clean,pcm_16k,16000,3.83,validation
data/real/asvspoof_2021_00106.wav,REAL,ASVspoof_2021,SPK_ASV_106,en,BONAFIDE,HUMAN,Studio / Clean,pcm_16k,16000,4.43,train
data/real/asvspoof_2021_00107.wav,REAL,ASVspoof_2021,SPK_ASV_107,en,BONAFIDE,HUMAN,Studio / Clean,pcm_16k,16000,3.58,train
data/real/asvspoof_2021_00108.wav,REAL,ASVspoof_2021,SPK_ASV_108,en,BONAFIDE,HUMAN,Studio / Clean,pcm_16k,16000,4.1,train
data/real/asvspoof_2021_00109.wav,REAL,ASVspoof_2021,SPK_ASV_109,en,BONAFIDE,HUMAN,Studio / Clean,pcm_16k,16000,4.13,train
data/real/asvspoof_2021_00110.wav,REAL,ASVspoof_2021,SPK_ASV_110,en,BONAFIDE,HUMAN,Studio / Clean,pcm_16k,16000,4.93,test
data/real/asvspoof_2021_00111.wav,REAL,ASVspoof_2021,SPK_ASV_111,en,BONAFIDE,HUMAN,Studio / Clean,pcm_16k,16000,4.8,validation
data/real/asvspoof_2021_00112.wav,REAL,ASVspoof_2021,SPK_ASV_112,en,BONAFIDE,HUMAN,Studio / Clean,pcm_16k,16000,3.82,train
data/real/asvspoof_2021_00113.wav,REAL,ASVspoof_2021,SPK_ASV_113,en,BONAFIDE,HUMAN,Studio / Clean,pcm_16k,16000,4.2,train
data/real/asvspoof_2021_00114.wav,REAL,ASVspoof_2021,SPK_ASV_114,en,BONAFIDE,HUMAN,Studio / Clean,pcm_16k,16000,3.69,train
data/real/asvspoof_2021_00115.wav,REAL,ASVspoof_2021,SPK_ASV_115,en,BONAFIDE,HUMAN,Studio / Clean,pcm_16k,16000,4.86,train
data/real/asvspoof_2021_00116.wav,REAL,ASVspoof_2021,SPK_ASV_116,en,BONAFIDE,HUMAN,Studio / Clean,pcm_16k,16000,4.79,train
data/real/asvspoof_2021_00117.wav,REAL,ASVspoof_2021,SPK_ASV_117,en,BONAFIDE,HUMAN,Studio / Clean,pcm_16k,16000,3.88,validation
data/real/asvspoof_2021_00118.wav,REAL,ASVspoof_2021,SPK_ASV_118,en,BONAFIDE,HUMAN,Studio / Clean,pcm_16k,16000,4.42,train
data/real/asvspoof_2021_00119.wav,REAL,ASVspoof_2021,SPK_ASV_119,en,BONAFIDE,HUMAN,Studio / Clean,pcm_16k,16000,4.37,train
data/real/asvspoof_2021_00120.wav,REAL,ASVspoof_2021,SPK_ASV_000,en,BONAFIDE,HUMAN,Studio / Clean,pcm_16k,16000,3.64,train
data/real/asvspoof_2021_00121.wav,REAL,ASVspoof_2021,SPK_ASV_001,en,BONAFIDE,HUMAN,Studio / Clean,pcm_16k,16000,4.62,train
data/real/asvspoof_2021_00122.wav,REAL,ASVspoof_2021,SPK_ASV_002,en,BONAFIDE,HUMAN,Studio / Clean,pcm_16k,16000,4.26,validation
data/real/asvspoof_2021_00123.wav,REAL,ASVspoof_2021,SPK_ASV_003,en,BONAFIDE,HUMAN,Studio / Clean,pcm_16k,16000,4.65,train
data/real/asvspoof_2021_00124.wav,REAL,ASVspoof_2021,SPK_ASV_004,en,BONAFIDE,HUMAN,Studio / Clean,pcm_16k,16000,4.25,train
data/real/asvspoof_2021_00125.wav,REAL,ASVspoof_2021,SPK_ASV_005,en,BONAFIDE,HUMAN,Studio / Clean,pcm_16k,16000,3.4,train
data/real/asvspoof_2021_00126.wav,REAL,ASVspoof_2021,SPK_ASV_006,en,BONAFIDE,HUMAN,Studio / Clean,pcm_16k,16000,3.92,train
data/real/asvspoof_2021_00127.wav,REAL,ASVspoof_2021,SPK_ASV_007,en,BONAFIDE,HUMAN,Studio / Clean,pcm_16k,16000,3.43,train
data/real/asvspoof_2021_00128.wav,REAL,ASVspoof_2021,SPK_ASV_008,en,BONAFIDE,HUMAN,Studio / Clean,pcm_16k,16000,4.89,train
data/real/asvspoof_2021_00129.wav,REAL,ASVspoof_2021,SPK_ASV_009,en,BONAFIDE,HUMAN,Studio / Clean,pcm_16k,16000,4.81,train
data/real/asvspoof_2021_00130.wav,REAL,ASVspoof_2021,SPK_ASV_010,en,BONAFIDE,HUMAN,Studio / Clean,pcm_16k,16000,4.73,validation
data/real/asvspoof_2021_00131.wav,REAL,ASVspoof_2021,SPK_ASV_011,en,BONAFIDE,HUMAN,Studio / Clean,pcm_16k,16000,3.89,train
data/real/asvspoof_2021_00132.wav,REAL,ASVspoof_2021,SPK_ASV_012,en,BONAFIDE,HUMAN,Studio / Clean,pcm_16k,16000,3.49,train
data/real/asvspoof_2021_00133.wav,REAL,ASVspoof_2021,SPK_ASV_013,en,BONAFIDE,HUMAN,Studio / Clean,pcm_16k,16000,4.8,validation
data/real/asvspoof_2021_00134.wav,REAL,ASVspoof_2021,SPK_ASV_014,en,BONAFIDE,HUMAN,Studio / Clean,pcm_16k,16000,4.92,train
data/real/asvspoof_2021_00135.wav,REAL,ASVspoof_2021,SPK_ASV_015,en,BONAFIDE,HUMAN,Studio / Clean,pcm_16k,16000,3.54,train
data/real/asvspoof_2021_00136.wav,REAL,ASVspoof_2021,SPK_ASV_016,en,BONAFIDE,HUMAN,Studio / Clean,pcm_16k,16000,4.18,train
data/real/asvspoof_2021_00137.wav,REAL,ASVspoof_2021,SPK_ASV_017,en,BONAFIDE,HUMAN,Studio / Clean,pcm_16k,16000,3.51,train
data/real/asvspoof_2021_00138.wav,REAL,ASVspoof_2021,SPK_ASV_018,en,BONAFIDE,HUMAN,Studio / Clean,pcm_16k,16000,4.62,train
data/real/asvspoof_2021_00139.wav,REAL,ASVspoof_2021,SPK_ASV_019,en,BONAFIDE,HUMAN,Studio / Clean,pcm_16k,16000,4.63,train
data/real/asvspoof_2021_00140.wav,REAL,ASVspoof_2021,SPK_ASV_020,en,BONAFIDE,HUMAN,Studio / Clean,pcm_16k,16000,3.61,train
data/real/asvspoof_2021_00141.wav,REAL,ASVspoof_2021,SPK_ASV_021,en,BONAFIDE,HUMAN,Studio / Clean,pcm_16k,16000,4.16,train
data/real/asvspoof_2021_00142.wav,REAL,ASVspoof_2021,SPK_ASV_022,en,BONAFIDE,HUMAN,Studio / Clean,pcm_16k,16000,4.28,train
data/real/asvspoof_2021_00143.wav,REAL,ASVspoof_2021,SPK_ASV_023,en,BONAFIDE,HUMAN,Studio / Clean,pcm_16k,16000,3.82,train
data/real/asvspoof_2021_00144.wav,REAL,ASVspoof_2021,SPK_ASV_024,en,BONAFIDE,HUMAN,Studio / Clean,pcm_16k,16000,4.8,test
data/real/asvspoof_2021_00145.wav,REAL,ASVspoof_2021,SPK_ASV_025,en,BONAFIDE,HUMAN,Studio / Clean,pcm_16k,16000,4.08,train
data/real/asvspoof_2021_00146.wav,REAL,ASVspoof_2021,SPK_ASV_026,en,BONAFIDE,HUMAN,Studio / Clean,pcm_16k,16000,3.74,train
data/real/asvspoof_2021_00147.wav,REAL,ASVspoof_2021,SPK_ASV_027,en,BONAFIDE,HUMAN,Studio / Clean,pcm_16k,16000,4.26,train
data/real/asvspoof_2021_00148.wav,REAL,ASVspoof_2021,SPK_ASV_028,en,BONAFIDE,HUMAN,Studio / Clean,pcm_16k,16000,4.57,train
data/real/asvspoof_2021_00149.wav,REAL,ASVspoof_2021,SPK_ASV_029,en,BONAFIDE,HUMAN,Studio / Clean,pcm_16k,16000,3.72,train
data/real/asvspoof_2021_00150.wav,REAL,ASVspoof_2021,SPK_ASV_030,en,BONAFIDE,HUMAN,Studio / Clean,pcm_16k,16000,3.9,train
data/real/asvspoof_2021_00151.wav,REAL,ASVspoof_2021,SPK_ASV_031,en,BONAFIDE,HUMAN,Studio / Clean,pcm_16k,16000,4.99,train
data/real/asvspoof_2021_00152.wav,REAL,ASVspoof_2021,SPK_ASV_032,en,BONAFIDE,HUMAN,Studio / Clean,pcm_16k,16000,4.44,test
data/real/asvspoof_2021_00153.wav,REAL,ASVspoof_2021,SPK_ASV_033,en,BONAFIDE,HUMAN,Studio / Clean,pcm_16k,16000,4.1,train
data/real/asvspoof_2021_00154.wav,REAL,ASVspoof_2021,SPK_ASV_034,en,BONAFIDE,HUMAN,Studio / Clean,pcm_16k,16000,4.23,validation
data/real/asvspoof_2021_00155.wav,REAL,ASVspoof_2021,SPK_ASV_035,en,BONAFIDE,HUMAN,Studio / Clean,pcm_16k,16000,3.59,train
data/real/asvspoof_2021_00156.wav,REAL,ASVspoof_2021,SPK_ASV_036,en,BONAFIDE,HUMAN,Studio / Clean,pcm_16k,16000,3.76,train
data/real/asvspoof_2021_00157.wav,REAL,ASVspoof_2021,SPK_ASV_037,en,BONAFIDE,HUMAN,Studio / Clean,pcm_16k,16000,3.94,train
data/real/asvspoof_2021_00158.wav,REAL,ASVspoof_2021,SPK_ASV_038,en,BONAFIDE,HUMAN,Studio / Clean,pcm_16k,16000,4.34,train
data/real/asvspoof_2021_00159.wav,REAL,ASVspoof_2021,SPK_ASV_039,en,BONAFIDE,HUMAN,Studio / Clean,pcm_16k,16000,3.77,train
data/real/asvspoof_2021_00160.wav,REAL,ASVspoof_2021,SPK_ASV_040,en,BONAFIDE,HUMAN,Studio / Clean,pcm_16k,16000,3.75,train
data/real/asvspoof_2021_00161.wav,REAL,ASVspoof_2021,SPK_ASV_041,en,BONAFIDE,HUMAN,Studio / Clean,pcm_16k,16000,3.51,train
data/real/asvspoof_2021_00162.wav,REAL,ASVspoof_2021,SPK_ASV_042,en,BONAFIDE,HUMAN,Studio / Clean,pcm_16k,16000,4.41,train
data/real/asvspoof_2021_00163.wav,REAL,ASVspoof_2021,SPK_ASV_043,en,BONAFIDE,HUMAN,Studio / Clean,pcm_16k,16000,3.77,validation
data/real/asvspoof_2021_00164.wav,REAL,ASVspoof_2021,SPK_ASV_044,en,BONAFIDE,HUMAN,Studio / Clean,pcm_16k,16000,4.85,test
data/real/asvspoof_2021_00165.wav,REAL,ASVspoof_2021,SPK_ASV_045,en,BONAFIDE,HUMAN,Studio / Clean,pcm_16k,16000,4.78,train
data/real/asvspoof_2021_00166.wav,REAL,ASVspoof_2021,SPK_ASV_046,en,BONAFIDE,HUMAN,Studio / Clean,pcm_16k,16000,3.51,train
data/real/asvspoof_2021_00167.wav,REAL,ASVspoof_2021,SPK_ASV_047,en,BONAFIDE,HUMAN,Studio / Clean,pcm_16k,16000,3.78,test
